SNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
25210,600696,Self-Financed Merit Seat,"Meenakshi Ammal Dental College and Host., Chennai1,ALAPAKKAM MAIN ROAD MADURAVOYAL CHENNAI",BDS,Open,OBC,Allotted
25211,600808,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
25212,600810,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Navi Mumbai,Dr. D. Y. Patil Vidyanagar, Sector 7, Nerul, Navi Mumbai",BDS,Open,General,Allotted
25213,600839,Self-Financed Merit Seat,"Thaimoogambigai Dental College and Hsopt. Chennai,Golden George Nagar, Mogappair, Chennai 600 107",BDS,Open,OBC,Allotted
25214,600940,Self-Financed Merit Seat,"GITAM Institute of Medical Sciences and Research, Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",MBBS,Open,OBC,Allotted
25215,601080,Self-Financed Merit Seat,"Indira Gandhi Institute of Dental Sciences, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam,",BDS,Open,OBC,Allotted
25216,601155,Self-Financed Merit Seat,"Bharati Vidyapeeth DU Dental College and Hospt., Pune,Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital Pune",BDS,Open,General,Allotted
25217,601185,Self-Financed Merit Seat,"Malla Reddy Dental College For Women, Hyderabad,Suraram X Roads Jeedimetla Hyderabad (Female Seat only )",BDS,Open,OBC,Allotted
25218,601214,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,General,Allotted
25219,601308,Self-Financed Merit Seat,"Meenakshi Ammal Dental College and Host., Chennai1,ALAPAKKAM MAIN ROAD MADURAVOYAL CHENNAI",BDS,Open,General,Allotted
25220,601404,Self-Financed Merit Seat,"Malla Reddy Dental College For Women, Hyderabad,Suraram X Roads Jeedimetla Hyderabad (Female Seat only )",BDS,Open,General,Allotted
25221,601408,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Pune,Sant Tukaram Nagar, Pimpri, Pune - 411018",BDS,Open,SC,Allotted
25222,601562,Self-Financed Merit Seat,"Sri Lakshmi Narayana Institute of Medical Sciences, Pondicherry,OSUDU, AGARAM VILLAGE, KOODAPAKKAM POST, VILLIANUR COMMUNE, PUDUCHERRY",MBBS,Open,OBC,Allotted
25223,601610,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,OBC,Allotted
25224,601643,Self-Financed Merit Seat,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahilyanagar Maharashtra State, India PIN-413736 (Near Shirdi)",BDS,Open,SC,Allotted
25225,601840,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,General,Allotted
25226,601847,Self-Financed Merit Seat,"VELS Medical College & Hospital,12-123, Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist.",MBBS,Open,General,Allotted
25227,601858,All India,"Jawaharlal Nehru Institute of Medical Sciences, Porompet, Imphal,POROMPAT, IMPHAL - EAST, MANIPUR - 795005",MBBS,OBC PwD,OBC PwD,Allotted
25228,601883,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25229,602126,Jain Minority Quota,"SBKS Medical Instt. & Research Centre, Vadodra,Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara",MBBS,Open,EWS,Allotted
25230,602127,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,OBC,Allotted
25231,602242,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,General,Allotted
25232,602244,Self-Financed Merit Seat,"Chettinad Hospital & Research Institute, Kanchipuram,Rajiv Gandhi Salai, Kelambakkam, Chengalpattu District",MBBS,Open,OBC,Allotted
25233,602339,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25234,602365,Self-Financed Merit Seat,"GITAM Institute of Medical Sciences and Research, Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",MBBS,Open,General,Allotted
25235,602366,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25236,602390,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25237,602482,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,General,Allotted
25238,602636,Self-Financed Merit Seat,"Aarupadai Veedu Medical College, Pondicherry,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY",MBBS,Open,General,Allotted
25239,602729,Self-Financed Merit Seat,"Thaimoogambigai Dental College and Hsopt. Chennai,Golden George Nagar, Mogappair, Chennai 600 107",BDS,Open,OBC,Allotted
25240,602759,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,OBC,Allotted
25241,602785,Self-Financed Merit Seat,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahilyanagar Maharashtra State, India PIN-413736 (Near Shirdi)",BDS,Open,General,Allotted
25242,602787,Self-Financed Merit Seat,"Sree Balaji Medical College and Hospital, Chennai,NO 7 WORKS ROAD CHROMEPET CHENNAI",MBBS,Open,OBC,Allotted
25243,602795,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,SC,Allotted
25244,602827,Self-Financed Merit Seat,"KLE VK Inst. of Dental Scie. Belagavi,KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi-590010.Karn",BDS,Open,General,Allotted
25245,602863,Self-Financed Merit Seat,"MM College of Dental Scie. and Res., Mullana,M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA",BDS,Open,General,Allotted
25246,602875,Self-Financed Merit Seat,"ACS Medical College and Hospital, Chennai,Periyar EVR High Raod, Velappanchavadi, Chennai-77",MBBS,Open,OBC,Allotted
25247,602877,Self-Financed Merit Seat,"BVDU Dental College and Hospital, Navi Mumbai,Bharati Vidyapeeth Dental College and Hospital, Sec.7, Belapur Navi Mumbai.",BDS,Open,General,Allotted
25248,602903,Self-Financed Merit Seat,"GITAM Institute of Medical Sciences and Research, Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",MBBS,Open,OBC,Allotted
25249,602911,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,OBC,Allotted
25250,603010,Open Seat Quota,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP",MBBS,SC PwD,SC PwD,Allotted
25251,603058,All India,"Kodagu Institute of Medical Sciences, Kodagu,Kodagu Institute of Medical Sciences, Madikeri.",MBBS,Open PwD,General PwD,Allotted
25252,603061,Non-Resident Indian,"Kasturba Medical College, Mangalore,Light house Hill Road, Mangalore, India",MBBS,Open,General,Allotted( NRI Priority : 1 )
25253,603080,Self-Financed Merit Seat,"Mahatma Gandhi Medical College & Research Institute, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam",MBBS,Open,OBC,Allotted
25254,603099,Self-Financed Merit Seat,"MM College of Dental Scie. and Res., Mullana,M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA",BDS,Open,OBC,Allotted
25255,603104,Self-Financed Merit Seat,"BHAARATH MEDICAL COLLEGE & HOSPITAL, Chennai.,173, AGARAM MAIN ROAD , SELAIYUR, TAMBARAM CHENNAI - 600073",MBBS,Open,OBC,Allotted
25256,603130,Self-Financed Merit Seat,"Mahatma Gandhi Medical College & Research Institute, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam",MBBS,Open,General,Allotted
25257,603180,Self-Financed Merit Seat,"Aarupadai Veedu Medical College, Pondicherry,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY",MBBS,Open,OBC,Allotted
25258,603329,Non-Resident Indian,"Kasturba Medical College, Mangalore,Light house Hill Road, Mangalore, India",MBBS,Open,General,Allotted( NRI Priority : 1 )
25259,603338,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25260,603419,Self-Financed Merit Seat,"Mahatma Gandhi Medical College & Research Institute, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam",MBBS,Open,General,Allotted
25261,603610,Self-Financed Merit Seat,"Mahatma Gandhi Medical College & Research Institute, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam",MBBS,Open,OBC,Allotted
25262,603617,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,OBC,Allotted
25263,603939,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,EWS,Allotted
25264,604030,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,General,Allotted
25265,604107,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,General,Allotted
25266,604120,Self-Financed Merit Seat,"GITAM Institute of Medical Sciences and Research, Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",MBBS,Open,General,Allotted
25267,604145,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,General,Allotted
25268,604155,Jain Minority Quota,"SBKS Medical Instt. & Research Centre, Vadodra,Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara",MBBS,Open,General,Allotted
25269,604383,Self-Financed Merit Seat,"School of Dental Sciences and KIMSDU, Karad,KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110",BDS,Open,OBC,Allotted
25270,604400,Self-Financed Merit Seat,"Vinayaka Missions Kirupananda Variyar Medical College, Salem,Sankari Main Road, (NH-47), Seeragapadi, Salem",MBBS,Open,OBC,Allotted
25271,604404,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25272,604449,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25273,604468,Muslim Minority Quota,"Yenepoya Dental College, Yenepoya,University Road Deralakatte Mangaluru",BDS,Open,OBC,Allotted
25274,604540,Self-Financed Merit Seat,"Yenepoya Dental College, Yenepoya,University Road Deralakatte Mangaluru",BDS,Open,General,Allotted
25275,604560,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,General,Allotted
25276,604587,All India,"Government Sivagangai Medical College, Sivaganga,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI",MBBS,OBC PwD,OBC PwD,Allotted
25277,604590,Self-Financed Merit Seat,"Dr. DY Patil Dental College and Hosp. Pune,Sant Tukaram Nagar, Pimpri, Pune - 411018",BDS,Open,General,Allotted
25278,604614,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25279,604634,Self-Financed Merit Seat,"ST Peters Medical College, Hospital & Research Institute,Dr MGR Nagar, Near AERI Campus, Opp SIPCOT –II, Hosur, Krishnagiri District",MBBS,Open,ST,Allotted
25280,604643,Self-Financed Merit Seat,"VMS Dental College, Salem,Sankari Main Road (NH-47), Ariyanoor, Salem-636308 Tamil Nadu",BDS,Open,OBC,Allotted
25281,604719,Self-Financed Merit Seat,"Vinayaka Missions Medical College, Karaikal, Pondicherry,KEEZHAKASAKUDIMEDU, KOTTUCHERRY(P.O), KARAIKAL - 609 609, U.T. OF PUDUCHERRY",MBBS,Open,General,Allotted
25282,604820,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25283,604957,Self-Financed Merit Seat,"Sri Siddhartha DentalCollege, Tumkur,AGALAKOTE B H ROAD TUMKUR",BDS,Open,OBC,Allotted
25284,604983,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25285,605112,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,General,Allotted
25286,605126,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25287,605394,Self-Financed Merit Seat,"ACS Medical College and Hospital, Chennai,Periyar EVR High Raod, Velappanchavadi, Chennai-77",MBBS,Open,General,Allotted
25288,605435,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,EWS,Allotted
25289,605619,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,OBC,Allotted
25290,605728,Self-Financed Merit Seat,"VELS Medical College & Hospital,12-123, Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist.",MBBS,Open,OBC,Allotted
25291,605816,Self-Financed Merit Seat,"Vinayaka Missions Medical College, Karaikal, Pondicherry,KEEZHAKASAKUDIMEDU, KOTTUCHERRY(P.O), KARAIKAL - 609 609, U.T. OF PUDUCHERRY",MBBS,Open,OBC,Allotted
25292,605882,Self-Financed Merit Seat,"VMS Dental College, Salem,Sankari Main Road (NH-47), Ariyanoor, Salem-636308 Tamil Nadu",BDS,Open,OBC,Allotted
25293,605884,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25294,605941,Jain Minority Quota,"SBKS Medical Instt. & Research Centre, Vadodra,Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara",MBBS,Open,EWS,Allotted
25295,605963,Self-Financed Merit Seat,"Chettinad Hospital & Research Institute, Kanchipuram,Rajiv Gandhi Salai, Kelambakkam, Chengalpattu District",MBBS,Open,OBC,Allotted
25296,606163,Self-Financed Merit Seat,"Chettinad Hospital & Research Institute, Kanchipuram,Rajiv Gandhi Salai, Kelambakkam, Chengalpattu District",MBBS,Open,General,Allotted
25297,606193,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,General,Allotted
25298,606264,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25299,606307,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,General,Allotted
25300,606375,Self-Financed Merit Seat,"Meenakshi Ammal Dental College and Host., Chennai1,ALAPAKKAM MAIN ROAD MADURAVOYAL CHENNAI",BDS,Open,OBC,Allotted
25301,606459,Self-Financed Merit Seat,"Sree Balaji Medical College and Hospital, Chennai,NO 7 WORKS ROAD CHROMEPET CHENNAI",MBBS,Open,OBC,Allotted
25302,606499,Self-Financed Merit Seat,"SRM Katt. Dental College and Hospt. Chennai,SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM",BDS,Open,General,Allotted
25303,606587,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25304,606609,Self-Financed Merit Seat,"Mahatma Gandhi Medical College & Research Institute, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam",MBBS,Open,OBC,Allotted
25305,606663,Self-Financed Merit Seat,"KLE VK Inst. of Dental Scie. Belagavi,KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi-590010.Karn",BDS,Open,General,Allotted
25306,606671,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25307,606673,Self-Financed Merit Seat,"Bharati Vidyapeeth DU Dental College and Hospt., Pune,Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital Pune",BDS,Open,General,Allotted
25308,606679,Self-Financed Merit Seat,"JSS Dental College, Mysuru,The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu",BDS,Open,OBC,Allotted
25309,606723,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,OBC,Allotted
25310,606820,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,General,Allotted
25311,606892,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25312,606914,Self-Financed Merit Seat,"SATHYABAMA UNIV. Dental College and Hospt. Chennai,JEPPIAAR NAGAR RAJIV GANDHI SALAI, CHENNAI",BDS,Open,OBC,Allotted
25313,606945,Self-Financed Merit Seat,"Sree Balaji Medical College and Hospital, Chennai,NO 7 WORKS ROAD CHROMEPET CHENNAI",MBBS,Open,EWS,Allotted
25314,607031,All India,"KanyaKumari Government Medical College, Asaripallam,ASARIPALLAM, KANYAKUMARI DISTRICT-629201",MBBS,Open PwD,General PwD,Allotted
25315,607081,Self-Financed Merit Seat,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada",MBBS,Open,OBC,Allotted
25316,607143,Self-Financed Merit Seat,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra India",MBBS,Open,SC,Allotted
25317,607248,Self-Financed Merit Seat,"MANAV RACHNA DENTAL COLLEGE FARIDABAD,SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD",BDS,Open,OBC,Allotted
25318,607267,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha,Sawangi (Meghe), Wardha, Maharashtra State, India",MBBS,Open,General,Allotted
25319,607429,Self-Financed Merit Seat,"ACS Medical College and Hospital, Chennai,Periyar EVR High Raod, Velappanchavadi, Chennai-77",MBBS,Open,SC,Allotted
25320,607484,Self-Financed Merit Seat,"KLE VK Inst. of Dental Scie. Belagavi,KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi-590010.Karn",BDS,Open,General,Allotted
